[2020-07-20 15:10:30] - Starting holdout training: {
	data_features: ['distance_to_goal_normalized', 'raycast_8_normalized', 'direction_to_goal_normalized', 'agent_goal_angle'],
	data_labels: ['next_position_index'],
	data_single_features: [],
	data_single_labels: [],
	epochs: 100,
	loss: CrossEntropyLoss(),
	optimizer: <function BasicLSTMModule.get_config.<locals>.<lambda> at 0x7f55e57f17a0>,
	validation_ratio: 0.2,
	test_ratio: 0.2,
	save_name: tile_by_tile,
	training_data: ['training_uniform_random_fill_1000', 'training_house_1000', 'training_block_1000'],
	batch_size: 50,
	num_layers: 2,
	lstm_input_size: 12,
	lstm_output_size: 8,
}

[2020-07-20 15:10:30] - Starting data pre processing
[2020-07-20 15:10:30] - Cache miss, starting new training data pre processing
[2020-07-20 15:10:30] - Loading data: training_uniform_random_fill_1000
[2020-07-20 15:11:00] - Loading data: training_house_1000
[2020-07-20 15:11:34] - Loading data: training_block_1000
[2020-07-20 15:12:08] - Picking features
[2020-07-20 15:12:21] - Cache hit, training data loaded from cache
[2020-07-20 15:12:21] - Finished data pre processing 

[2020-07-20 15:12:21] - Training: <class 'algorithms.lstm.LSTM_tile_by_tile.BasicLSTMModule'>
[2020-07-20 15:12:25] - Training 	 Epoch: 0 	 Loss: 1.470069 	 Accuracy 0.60 	 Precision: 0.25 	 Recall: 0.20 	 F1: 0.19
[2020-07-20 15:19:20] - Validation 	 Epoch: 74 	 Loss: 1.434606 	 Accuracy 0.87 	 Precision: 0.75 	 Recall: 0.75 	 F1: 0.74

[2020-07-20 15:19:25] - Training 	 Epoch: 75 	 Loss: 0.416375 	 Accuracy 0.88 	 Precision: 0.79 	 Recall: 0.75 	 F1: 0.77
[2020-07-20 15:19:27] - Validation 	 Epoch: 75 	 Loss: 1.432939 	 Accuracy 0.87 	 Precision: 0.75 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:19:32] - Training 	 Epoch: 76 	 Loss: 0.415324 	 Accuracy 0.88 	 Precision: 0.79 	 Recall: 0.75 	 F1: 0.77
[2020-07-20 15:19:40] - Validation 	 Epoch: 76 	 Loss: 1.427428 	 Accuracy 0.87 	 Precision: 0.75 	 Recall: 0.75 	 F1: 0.74

[2020-07-20 15:19:44] - Training 	 Epoch: 77 	 Loss: 0.414381 	 Accuracy 0.88 	 Precision: 0.80 	 Recall: 0.76 	 F1: 0.77
[2020-07-20 15:19:47] - Validation 	 Epoch: 77 	 Loss: 1.425322 	 Accuracy 0.87 	 Precision: 0.75 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:19:51] - Training 	 Epoch: 78 	 Loss: 0.413846 	 Accuracy 0.88 	 Precision: 0.80 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:19:54] - Validation 	 Epoch: 78 	 Loss: 1.422078 	 Accuracy 0.87 	 Precision: 0.75 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:19:58] - Training 	 Epoch: 79 	 Loss: 0.413215 	 Accuracy 0.88 	 Precision: 0.80 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:00] - Validation 	 Epoch: 79 	 Loss: 1.417210 	 Accuracy 0.87 	 Precision: 0.75 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:20:04] - Training 	 Epoch: 80 	 Loss: 0.412508 	 Accuracy 0.88 	 Precision: 0.80 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:06] - Validation 	 Epoch: 80 	 Loss: 1.414602 	 Accuracy 0.87 	 Precision: 0.75 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:20:09] - Training 	 Epoch: 81 	 Loss: 0.412121 	 Accuracy 0.88 	 Precision: 0.80 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:12] - Validation 	 Epoch: 81 	 Loss: 1.411417 	 Accuracy 0.87 	 Precision: 0.75 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:20:15] - Training 	 Epoch: 82 	 Loss: 0.411852 	 Accuracy 0.89 	 Precision: 0.80 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:17] - Validation 	 Epoch: 82 	 Loss: 1.406296 	 Accuracy 0.87 	 Precision: 0.76 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:20:25] - Training 	 Epoch: 83 	 Loss: 0.411518 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:28] - Validation 	 Epoch: 83 	 Loss: 1.403056 	 Accuracy 0.87 	 Precision: 0.76 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:20:31] - Training 	 Epoch: 84 	 Loss: 0.411502 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:33] - Validation 	 Epoch: 84 	 Loss: 1.397985 	 Accuracy 0.87 	 Precision: 0.76 	 Recall: 0.74 	 F1: 0.75

[2020-07-20 15:20:37] - Training 	 Epoch: 85 	 Loss: 0.411338 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:39] - Validation 	 Epoch: 85 	 Loss: 1.394622 	 Accuracy 0.87 	 Precision: 0.77 	 Recall: 0.74 	 F1: 0.75

[2020-07-20 15:20:42] - Training 	 Epoch: 86 	 Loss: 0.411291 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:44] - Validation 	 Epoch: 86 	 Loss: 1.389454 	 Accuracy 0.87 	 Precision: 0.77 	 Recall: 0.74 	 F1: 0.75

[2020-07-20 15:20:47] - Training 	 Epoch: 87 	 Loss: 0.411258 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:50] - Validation 	 Epoch: 87 	 Loss: 1.385896 	 Accuracy 0.87 	 Precision: 0.76 	 Recall: 0.73 	 F1: 0.74

[2020-07-20 15:20:53] - Training 	 Epoch: 88 	 Loss: 0.414594 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:20:55] - Validation 	 Epoch: 88 	 Loss: 1.379671 	 Accuracy 0.87 	 Precision: 0.77 	 Recall: 0.73 	 F1: 0.75

[2020-07-20 15:20:59] - Training 	 Epoch: 89 	 Loss: 0.412841 	 Accuracy 0.88 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:21:02] - Validation 	 Epoch: 89 	 Loss: 1.381893 	 Accuracy 0.87 	 Precision: 0.76 	 Recall: 0.74 	 F1: 0.75

[2020-07-20 15:21:05] - Training 	 Epoch: 90 	 Loss: 0.411010 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.77 	 F1: 0.79
[2020-07-20 15:21:08] - Validation 	 Epoch: 90 	 Loss: 1.384032 	 Accuracy 0.87 	 Precision: 0.76 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:21:11] - Training 	 Epoch: 91 	 Loss: 0.409675 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.79
[2020-07-20 15:21:13] - Validation 	 Epoch: 91 	 Loss: 1.377723 	 Accuracy 0.87 	 Precision: 0.76 	 Recall: 0.74 	 F1: 0.74

[2020-07-20 15:21:16] - Training 	 Epoch: 92 	 Loss: 0.409358 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:21:18] - Validation 	 Epoch: 92 	 Loss: 1.369013 	 Accuracy 0.87 	 Precision: 0.76 	 Recall: 0.74 	 F1: 0.75

[2020-07-20 15:21:21] - Training 	 Epoch: 93 	 Loss: 0.409276 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:21:23] - Validation 	 Epoch: 93 	 Loss: 1.364870 	 Accuracy 0.87 	 Precision: 0.77 	 Recall: 0.74 	 F1: 0.75

[2020-07-20 15:21:27] - Training 	 Epoch: 94 	 Loss: 0.409068 	 Accuracy 0.89 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:21:29] - Validation 	 Epoch: 94 	 Loss: 1.358113 	 Accuracy 0.87 	 Precision: 0.77 	 Recall: 0.74 	 F1: 0.75

[2020-07-20 15:21:37] - Training 	 Epoch: 95 	 Loss: 0.408627 	 Accuracy 0.88 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:21:39] - Validation 	 Epoch: 95 	 Loss: 1.354607 	 Accuracy 0.87 	 Precision: 0.77 	 Recall: 0.74 	 F1: 0.75

[2020-07-20 15:21:42] - Training 	 Epoch: 96 	 Loss: 0.408055 	 Accuracy 0.88 	 Precision: 0.81 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:21:44] - Validation 	 Epoch: 96 	 Loss: 1.347337 	 Accuracy 0.87 	 Precision: 0.77 	 Recall: 0.74 	 F1: 0.75

[2020-07-20 15:21:48] - Training 	 Epoch: 97 	 Loss: 0.409749 	 Accuracy 0.88 	 Precision: 0.80 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:21:50] - Validation 	 Epoch: 97 	 Loss: 1.343129 	 Accuracy 0.88 	 Precision: 0.78 	 Recall: 0.74 	 F1: 0.76

[2020-07-20 15:21:53] - Training 	 Epoch: 98 	 Loss: 0.406008 	 Accuracy 0.89 	 Precision: 0.80 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:21:55] - Validation 	 Epoch: 98 	 Loss: 1.342170 	 Accuracy 0.88 	 Precision: 0.77 	 Recall: 0.75 	 F1: 0.76

[2020-07-20 15:21:58] - Training 	 Epoch: 99 	 Loss: 0.403752 	 Accuracy 0.89 	 Precision: 0.80 	 Recall: 0.76 	 F1: 0.78
[2020-07-20 15:22:01] - Validation 	 Epoch: 99 	 Loss: 1.342259 	 Accuracy 0.87 	 Precision: 0.77 	 Recall: 0.75 	 F1: 0.75


[2020-07-20 15:22:01] - Evaluation: <class 'algorithms.lstm.LSTM_tile_by_tile.BasicLSTMModule'>
[2020-07-20 15:22:03] - Evaluation 	 Epoch: 0 	 Loss: 1.151307 	 Accuracy 0.90 	 Precision: 0.84 	 Recall: 0.82 	 F1: 0.82

[2020-07-20 15:22:03] - Saved model as tile_by_tile_training_uniform_random_fill_1000_house_1000_block_1000_model
[2020-07-20 15:22:03] - Model: BasicLSTMModule(
  (_normalisation_layer1): BatchNorm1d(12, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (_lstm_layer): LSTM(12, 8, num_layers=2, batch_first=True)
  (_normalisation_layer2): BatchNorm1d(8, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (_fc): Linear(in_features=8, out_features=8, bias=True)
)
[2020-07-20 15:22:03] - Model loss: 1.1513065099716187
[2020-07-20 15:22:03] - Model accuracy: 0.9026666666666666
[2020-07-20 15:22:03] - Model precision: 0.8371129860518807
[2020-07-20 15:22:03] - Model recall: 0.8177377472205722
[2020-07-20 15:22:03] - Model f1: 0.8216732046001336
[2020-07-20 15:22:03] - Model confusion matrix: 
[[2229    4   43    0    6   10   23   13]
 [  23  105    0    0    0    0    1    0]
 [  10    0  148    5    1    0    0    0]
 [   1    0   19  103    9    2    0    0]
 [   5    0    0   18  229   36    0    0]
 [  18    0    1    2   29  246    0    0]
 [  15    3    0    0    0    0  245    4]
 [  31    2    0    0    0    0   31   80]]
