[2020-07-02 14:44:08] - Starting holdout training: {
	data_features: ['distance_to_goal_normalized', 'raycast_8_normalized', 'direction_to_goal_normalized', 'agent_goal_angle'],
	data_labels: ['next_position_index'],
	data_single_features: [],
	data_single_labels: [],
	epochs: 100,
	loss: CrossEntropyLoss(),
	optimizer: <function BasicLSTMModule.get_config.<locals>.<lambda> at 0x7f94131668c0>,
	validation_ratio: 0.2,
	test_ratio: 0.2,
	save_name: tile_by_tile,
	training_data: ['training_house_1000'],
	batch_size: 50,
	num_layers: 2,
	lstm_input_size: 12,
	lstm_output_size: 8,
}

[2020-07-02 14:44:08] - Starting data pre processing
[2020-07-02 14:44:08] - Cache miss, starting new training data pre processing
[2020-07-02 14:44:08] - Loading data: training_house_1000
[2020-07-02 14:44:38] - Picking features
[2020-07-02 14:44:42] - Cache hit, training data loaded from cache
[2020-07-02 14:44:42] - Finished data pre processing 

[2020-07-02 14:44:42] - Training: <class 'algorithms.lstm.LSTM_tile_by_tile.BasicLSTMModule'>
[2020-07-02 14:44:45] - Training 	 Epoch: 0 	 Loss: 7.041753 	 Accuracy 0.51 	 Precision: 0.22 	 Recall: 0.30 	 F1: 0.23
[2020-07-02 14:49:28] - Validation 	 Epoch: 75 	 Loss: 6.064489 	 Accuracy 0.82 	 Precision: 0.68 	 Recall: 0.63 	 F1: 0.64

[2020-07-02 14:49:30] - Training 	 Epoch: 76 	 Loss: 1.703845 	 Accuracy 0.84 	 Precision: 0.73 	 Recall: 0.73 	 F1: 0.73
[2020-07-02 14:49:32] - Validation 	 Epoch: 76 	 Loss: 6.044201 	 Accuracy 0.82 	 Precision: 0.67 	 Recall: 0.63 	 F1: 0.64

[2020-07-02 14:49:34] - Training 	 Epoch: 77 	 Loss: 1.721234 	 Accuracy 0.84 	 Precision: 0.73 	 Recall: 0.73 	 F1: 0.73
[2020-07-02 14:49:37] - Validation 	 Epoch: 77 	 Loss: 6.016047 	 Accuracy 0.82 	 Precision: 0.68 	 Recall: 0.64 	 F1: 0.65

[2020-07-02 14:49:38] - Training 	 Epoch: 78 	 Loss: 1.719800 	 Accuracy 0.84 	 Precision: 0.72 	 Recall: 0.72 	 F1: 0.72
[2020-07-02 14:49:40] - Validation 	 Epoch: 78 	 Loss: 6.000469 	 Accuracy 0.82 	 Precision: 0.68 	 Recall: 0.63 	 F1: 0.64

[2020-07-02 14:49:42] - Training 	 Epoch: 79 	 Loss: 1.707109 	 Accuracy 0.84 	 Precision: 0.73 	 Recall: 0.72 	 F1: 0.72
[2020-07-02 14:49:43] - Validation 	 Epoch: 79 	 Loss: 5.929677 	 Accuracy 0.82 	 Precision: 0.67 	 Recall: 0.63 	 F1: 0.64

[2020-07-02 14:49:45] - Training 	 Epoch: 80 	 Loss: 1.704588 	 Accuracy 0.84 	 Precision: 0.73 	 Recall: 0.73 	 F1: 0.73
[2020-07-02 14:49:47] - Validation 	 Epoch: 80 	 Loss: 5.935408 	 Accuracy 0.82 	 Precision: 0.67 	 Recall: 0.64 	 F1: 0.64

[2020-07-02 14:49:48] - Training 	 Epoch: 81 	 Loss: 1.695665 	 Accuracy 0.85 	 Precision: 0.74 	 Recall: 0.73 	 F1: 0.73
[2020-07-02 14:49:50] - Validation 	 Epoch: 81 	 Loss: 5.911311 	 Accuracy 0.82 	 Precision: 0.68 	 Recall: 0.63 	 F1: 0.64

[2020-07-02 14:49:52] - Training 	 Epoch: 82 	 Loss: 1.691239 	 Accuracy 0.85 	 Precision: 0.73 	 Recall: 0.73 	 F1: 0.73
[2020-07-02 14:49:53] - Validation 	 Epoch: 82 	 Loss: 5.913703 	 Accuracy 0.82 	 Precision: 0.68 	 Recall: 0.64 	 F1: 0.65

[2020-07-02 14:49:56] - Training 	 Epoch: 83 	 Loss: 1.688492 	 Accuracy 0.85 	 Precision: 0.73 	 Recall: 0.73 	 F1: 0.73
[2020-07-02 14:49:58] - Validation 	 Epoch: 83 	 Loss: 5.978923 	 Accuracy 0.82 	 Precision: 0.67 	 Recall: 0.63 	 F1: 0.64

[2020-07-02 14:50:00] - Training 	 Epoch: 84 	 Loss: 1.808741 	 Accuracy 0.83 	 Precision: 0.71 	 Recall: 0.68 	 F1: 0.69
[2020-07-02 14:50:01] - Validation 	 Epoch: 84 	 Loss: 6.528952 	 Accuracy 0.81 	 Precision: 0.68 	 Recall: 0.59 	 F1: 0.61

[2020-07-02 14:50:03] - Training 	 Epoch: 85 	 Loss: 1.873154 	 Accuracy 0.83 	 Precision: 0.71 	 Recall: 0.70 	 F1: 0.70
[2020-07-02 14:50:05] - Validation 	 Epoch: 85 	 Loss: 6.209412 	 Accuracy 0.81 	 Precision: 0.67 	 Recall: 0.62 	 F1: 0.63

[2020-07-02 14:50:07] - Training 	 Epoch: 86 	 Loss: 1.822269 	 Accuracy 0.84 	 Precision: 0.73 	 Recall: 0.71 	 F1: 0.72
[2020-07-02 14:50:08] - Validation 	 Epoch: 86 	 Loss: 6.236076 	 Accuracy 0.81 	 Precision: 0.66 	 Recall: 0.62 	 F1: 0.63

[2020-07-02 14:50:10] - Training 	 Epoch: 87 	 Loss: 2.483783 	 Accuracy 0.80 	 Precision: 0.68 	 Recall: 0.64 	 F1: 0.66
[2020-07-02 14:50:12] - Validation 	 Epoch: 87 	 Loss: 8.733642 	 Accuracy 0.76 	 Precision: 0.60 	 Recall: 0.57 	 F1: 0.56

[2020-07-02 14:50:14] - Training 	 Epoch: 88 	 Loss: 1.958062 	 Accuracy 0.83 	 Precision: 0.71 	 Recall: 0.66 	 F1: 0.68
[2020-07-02 14:50:15] - Validation 	 Epoch: 88 	 Loss: 6.421676 	 Accuracy 0.80 	 Precision: 0.64 	 Recall: 0.62 	 F1: 0.61

[2020-07-02 14:50:18] - Training 	 Epoch: 89 	 Loss: 1.880551 	 Accuracy 0.83 	 Precision: 0.71 	 Recall: 0.69 	 F1: 0.70
[2020-07-02 14:50:22] - Validation 	 Epoch: 89 	 Loss: 6.246531 	 Accuracy 0.80 	 Precision: 0.64 	 Recall: 0.62 	 F1: 0.62

[2020-07-02 14:50:23] - Training 	 Epoch: 90 	 Loss: 1.848045 	 Accuracy 0.83 	 Precision: 0.72 	 Recall: 0.70 	 F1: 0.71
[2020-07-02 14:50:25] - Validation 	 Epoch: 90 	 Loss: 6.258832 	 Accuracy 0.81 	 Precision: 0.66 	 Recall: 0.61 	 F1: 0.62

[2020-07-02 14:50:27] - Training 	 Epoch: 91 	 Loss: 1.853551 	 Accuracy 0.83 	 Precision: 0.71 	 Recall: 0.69 	 F1: 0.70
[2020-07-02 14:50:29] - Validation 	 Epoch: 91 	 Loss: 6.133573 	 Accuracy 0.81 	 Precision: 0.66 	 Recall: 0.61 	 F1: 0.62

[2020-07-02 14:50:31] - Training 	 Epoch: 92 	 Loss: 1.832803 	 Accuracy 0.83 	 Precision: 0.71 	 Recall: 0.71 	 F1: 0.71
[2020-07-02 14:50:32] - Validation 	 Epoch: 92 	 Loss: 6.009848 	 Accuracy 0.82 	 Precision: 0.68 	 Recall: 0.63 	 F1: 0.64

[2020-07-02 14:50:34] - Training 	 Epoch: 93 	 Loss: 1.819592 	 Accuracy 0.83 	 Precision: 0.71 	 Recall: 0.69 	 F1: 0.70
[2020-07-02 14:50:35] - Validation 	 Epoch: 93 	 Loss: 6.010403 	 Accuracy 0.81 	 Precision: 0.68 	 Recall: 0.62 	 F1: 0.63

[2020-07-02 14:50:37] - Training 	 Epoch: 94 	 Loss: 1.781010 	 Accuracy 0.83 	 Precision: 0.71 	 Recall: 0.70 	 F1: 0.70
[2020-07-02 14:50:39] - Validation 	 Epoch: 94 	 Loss: 5.943733 	 Accuracy 0.82 	 Precision: 0.68 	 Recall: 0.62 	 F1: 0.64

[2020-07-02 14:50:45] - Training 	 Epoch: 95 	 Loss: 2.642351 	 Accuracy 0.78 	 Precision: 0.63 	 Recall: 0.59 	 F1: 0.59
[2020-07-02 14:50:46] - Validation 	 Epoch: 95 	 Loss: 10.956709 	 Accuracy 0.71 	 Precision: 0.51 	 Recall: 0.51 	 F1: 0.48

[2020-07-02 14:50:48] - Training 	 Epoch: 96 	 Loss: 2.698026 	 Accuracy 0.76 	 Precision: 0.59 	 Recall: 0.56 	 F1: 0.56
[2020-07-02 14:50:49] - Validation 	 Epoch: 96 	 Loss: 10.344401 	 Accuracy 0.74 	 Precision: 0.61 	 Recall: 0.46 	 F1: 0.48

[2020-07-02 14:50:51] - Training 	 Epoch: 97 	 Loss: 2.566940 	 Accuracy 0.77 	 Precision: 0.58 	 Recall: 0.55 	 F1: 0.56
[2020-07-02 14:50:53] - Validation 	 Epoch: 97 	 Loss: 8.871241 	 Accuracy 0.74 	 Precision: 0.59 	 Recall: 0.46 	 F1: 0.46

[2020-07-02 14:50:55] - Training 	 Epoch: 98 	 Loss: 2.456033 	 Accuracy 0.77 	 Precision: 0.60 	 Recall: 0.57 	 F1: 0.56
[2020-07-02 14:50:56] - Validation 	 Epoch: 98 	 Loss: 7.763454 	 Accuracy 0.76 	 Precision: 0.57 	 Recall: 0.52 	 F1: 0.52

[2020-07-02 14:50:58] - Training 	 Epoch: 99 	 Loss: 2.239278 	 Accuracy 0.79 	 Precision: 0.63 	 Recall: 0.63 	 F1: 0.62
[2020-07-02 14:50:59] - Validation 	 Epoch: 99 	 Loss: 6.855877 	 Accuracy 0.79 	 Precision: 0.63 	 Recall: 0.56 	 F1: 0.59


[2020-07-02 14:50:59] - Evaluation: <class 'algorithms.lstm.LSTM_tile_by_tile.BasicLSTMModule'>
[2020-07-02 14:51:01] - Evaluation 	 Epoch: 0 	 Loss: 7.649276 	 Accuracy 0.77 	 Precision: 0.64 	 Recall: 0.56 	 F1: 0.59

[2020-07-02 14:51:01] - Saved model as tile_by_tile_training_house_1000_model
[2020-07-02 14:51:01] - Model: BasicLSTMModule(
  (_normalisation_layer1): BatchNorm1d(12, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (_lstm_layer): LSTM(12, 8, num_layers=2, batch_first=True)
  (_normalisation_layer2): BatchNorm1d(8, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (_fc): Linear(in_features=8, out_features=8, bias=True)
)
[2020-07-02 14:51:01] - Model loss: 7.649275779724121
[2020-07-02 14:51:01] - Model accuracy: 0.7748211091234347
[2020-07-02 14:51:01] - Model precision: 0.6439024772673734
[2020-07-02 14:51:01] - Model recall: 0.5629009198269828
[2020-07-02 14:51:01] - Model f1: 0.5861047083930555
[2020-07-02 14:51:01] - Model confusion matrix: 
[[2648   47   88    0   15    9   86   27]
 [ 140   63    0    0    0    0    0    1]
 [ 102    0  222   20   15    0    0    0]
 [  22    0   49  119   32    0    0    0]
 [  15    0    3   26  101   17    0    0]
 [ 107    0    0    0   35   65    0    0]
 [  49    0    0    0    0    0  170   17]
 [  47   14    0    0    0    0   24   77]]
