[2020-07-02 13:27:09] - Starting holdout training: {
	data_features: ['distance_to_goal_normalized', 'raycast_8_normalized', 'direction_to_goal_normalized', 'agent_goal_angle'],
	data_labels: ['next_position_index'],
	data_single_features: [],
	data_single_labels: [],
	epochs: 100,
	loss: CrossEntropyLoss(),
	optimizer: <function BasicLSTMModule.get_config.<locals>.<lambda> at 0x7f4e3f7e9cb0>,
	validation_ratio: 0.2,
	test_ratio: 0.2,
	save_name: tile_by_tile,
	training_data: ['training_house_100'],
	batch_size: 50,
	num_layers: 2,
	lstm_input_size: 12,
	lstm_output_size: 8,
}

[2020-07-02 13:27:09] - Starting data pre processing
[2020-07-02 13:27:09] - Cache miss, starting new training data pre processing
[2020-07-02 13:27:09] - Loading data: training_house_100
[2020-07-02 13:27:12] - Picking features
[2020-07-02 13:27:12] - Cache hit, training data loaded from cache
[2020-07-02 13:27:12] - Finished data pre processing 

[2020-07-02 13:27:12] - Training: <class 'algorithms.lstm.LSTM_tile_by_tile.BasicLSTMModule'>
[2020-07-02 13:27:14] - Training 	 Epoch: 0 	 Loss: 51.821762 	 Accuracy 0.22 	 Precision: 0.14 	 Recall: 0.08 	 F1: 0.10
[2020-07-02 13:30:41] - Validation 	 Epoch: 75 	 Loss: 64.087341 	 Accuracy 0.52 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.35

[2020-07-02 13:30:42] - Training 	 Epoch: 76 	 Loss: 16.580357 	 Accuracy 0.64 	 Precision: 0.49 	 Recall: 0.37 	 F1: 0.41
[2020-07-02 13:30:43] - Validation 	 Epoch: 76 	 Loss: 64.303757 	 Accuracy 0.53 	 Precision: 0.35 	 Recall: 0.44 	 F1: 0.34

[2020-07-02 13:30:45] - Training 	 Epoch: 77 	 Loss: 16.508904 	 Accuracy 0.64 	 Precision: 0.65 	 Recall: 0.41 	 F1: 0.47
[2020-07-02 13:30:46] - Validation 	 Epoch: 77 	 Loss: 62.138546 	 Accuracy 0.53 	 Precision: 0.36 	 Recall: 0.44 	 F1: 0.36

[2020-07-02 13:30:48] - Training 	 Epoch: 78 	 Loss: 16.485367 	 Accuracy 0.65 	 Precision: 0.49 	 Recall: 0.40 	 F1: 0.42
[2020-07-02 13:30:49] - Validation 	 Epoch: 78 	 Loss: 62.563698 	 Accuracy 0.53 	 Precision: 0.36 	 Recall: 0.45 	 F1: 0.36

[2020-07-02 13:30:50] - Training 	 Epoch: 79 	 Loss: 16.428413 	 Accuracy 0.64 	 Precision: 0.47 	 Recall: 0.40 	 F1: 0.43
[2020-07-02 13:30:52] - Validation 	 Epoch: 79 	 Loss: 64.131996 	 Accuracy 0.53 	 Precision: 0.36 	 Recall: 0.44 	 F1: 0.36

[2020-07-02 13:30:53] - Training 	 Epoch: 80 	 Loss: 16.382362 	 Accuracy 0.65 	 Precision: 0.52 	 Recall: 0.37 	 F1: 0.40
[2020-07-02 13:30:55] - Validation 	 Epoch: 80 	 Loss: 62.853271 	 Accuracy 0.54 	 Precision: 0.36 	 Recall: 0.45 	 F1: 0.36

[2020-07-02 13:30:56] - Training 	 Epoch: 81 	 Loss: 16.305788 	 Accuracy 0.65 	 Precision: 0.47 	 Recall: 0.45 	 F1: 0.46
[2020-07-02 13:30:57] - Validation 	 Epoch: 81 	 Loss: 62.833740 	 Accuracy 0.53 	 Precision: 0.38 	 Recall: 0.45 	 F1: 0.37

[2020-07-02 13:30:59] - Training 	 Epoch: 82 	 Loss: 16.301292 	 Accuracy 0.65 	 Precision: 0.49 	 Recall: 0.41 	 F1: 0.42
[2020-07-02 13:31:00] - Validation 	 Epoch: 82 	 Loss: 63.381779 	 Accuracy 0.53 	 Precision: 0.37 	 Recall: 0.45 	 F1: 0.37

[2020-07-02 13:31:02] - Training 	 Epoch: 83 	 Loss: 15.750064 	 Accuracy 0.68 	 Precision: 0.48 	 Recall: 0.37 	 F1: 0.40
[2020-07-02 13:31:03] - Validation 	 Epoch: 83 	 Loss: 63.214619 	 Accuracy 0.54 	 Precision: 0.36 	 Recall: 0.44 	 F1: 0.35

[2020-07-02 13:31:04] - Training 	 Epoch: 84 	 Loss: 15.279172 	 Accuracy 0.73 	 Precision: 0.61 	 Recall: 0.47 	 F1: 0.52
[2020-07-02 13:31:06] - Validation 	 Epoch: 84 	 Loss: 62.573940 	 Accuracy 0.55 	 Precision: 0.39 	 Recall: 0.44 	 F1: 0.37

[2020-07-02 13:31:07] - Training 	 Epoch: 85 	 Loss: 14.343196 	 Accuracy 0.75 	 Precision: 0.65 	 Recall: 0.52 	 F1: 0.57
[2020-07-02 13:31:09] - Validation 	 Epoch: 85 	 Loss: 59.566383 	 Accuracy 0.59 	 Precision: 0.41 	 Recall: 0.45 	 F1: 0.39

[2020-07-02 13:31:10] - Training 	 Epoch: 86 	 Loss: 13.542874 	 Accuracy 0.76 	 Precision: 0.62 	 Recall: 0.49 	 F1: 0.50
[2020-07-02 13:31:12] - Validation 	 Epoch: 86 	 Loss: 57.631432 	 Accuracy 0.61 	 Precision: 0.43 	 Recall: 0.45 	 F1: 0.39

[2020-07-02 13:31:13] - Training 	 Epoch: 87 	 Loss: 12.035948 	 Accuracy 0.82 	 Precision: 0.63 	 Recall: 0.59 	 F1: 0.60
[2020-07-02 13:31:15] - Validation 	 Epoch: 87 	 Loss: 56.708603 	 Accuracy 0.61 	 Precision: 0.44 	 Recall: 0.43 	 F1: 0.40

[2020-07-02 13:31:16] - Training 	 Epoch: 88 	 Loss: 10.514824 	 Accuracy 0.82 	 Precision: 0.57 	 Recall: 0.55 	 F1: 0.56
[2020-07-02 13:31:17] - Validation 	 Epoch: 88 	 Loss: 59.097488 	 Accuracy 0.60 	 Precision: 0.46 	 Recall: 0.44 	 F1: 0.41

[2020-07-02 13:31:19] - Training 	 Epoch: 89 	 Loss: 10.073583 	 Accuracy 0.82 	 Precision: 0.60 	 Recall: 0.56 	 F1: 0.57
[2020-07-02 13:31:20] - Validation 	 Epoch: 89 	 Loss: 59.502213 	 Accuracy 0.60 	 Precision: 0.47 	 Recall: 0.46 	 F1: 0.43

[2020-07-02 13:31:22] - Training 	 Epoch: 90 	 Loss: 9.495295 	 Accuracy 0.83 	 Precision: 0.63 	 Recall: 0.61 	 F1: 0.62
[2020-07-02 13:31:23] - Validation 	 Epoch: 90 	 Loss: 58.193428 	 Accuracy 0.59 	 Precision: 0.46 	 Recall: 0.46 	 F1: 0.42

[2020-07-02 13:31:25] - Training 	 Epoch: 91 	 Loss: 9.114864 	 Accuracy 0.83 	 Precision: 0.62 	 Recall: 0.59 	 F1: 0.61
[2020-07-02 13:31:26] - Validation 	 Epoch: 91 	 Loss: 58.120716 	 Accuracy 0.59 	 Precision: 0.46 	 Recall: 0.45 	 F1: 0.41

[2020-07-02 13:31:27] - Training 	 Epoch: 92 	 Loss: 8.869279 	 Accuracy 0.84 	 Precision: 0.79 	 Recall: 0.64 	 F1: 0.69
[2020-07-02 13:31:29] - Validation 	 Epoch: 92 	 Loss: 58.520050 	 Accuracy 0.59 	 Precision: 0.48 	 Recall: 0.48 	 F1: 0.44

[2020-07-02 13:31:30] - Training 	 Epoch: 93 	 Loss: 8.645037 	 Accuracy 0.84 	 Precision: 0.81 	 Recall: 0.66 	 F1: 0.70
[2020-07-02 13:31:32] - Validation 	 Epoch: 93 	 Loss: 58.250530 	 Accuracy 0.59 	 Precision: 0.48 	 Recall: 0.49 	 F1: 0.44

[2020-07-02 13:31:33] - Training 	 Epoch: 94 	 Loss: 8.372827 	 Accuracy 0.84 	 Precision: 0.65 	 Recall: 0.61 	 F1: 0.61
[2020-07-02 13:31:34] - Validation 	 Epoch: 94 	 Loss: 59.098572 	 Accuracy 0.58 	 Precision: 0.48 	 Recall: 0.50 	 F1: 0.45

[2020-07-02 13:31:36] - Training 	 Epoch: 95 	 Loss: 8.274417 	 Accuracy 0.84 	 Precision: 0.66 	 Recall: 0.63 	 F1: 0.62
[2020-07-02 13:31:37] - Validation 	 Epoch: 95 	 Loss: 60.206848 	 Accuracy 0.57 	 Precision: 0.49 	 Recall: 0.50 	 F1: 0.44

[2020-07-02 13:31:39] - Training 	 Epoch: 96 	 Loss: 8.053175 	 Accuracy 0.85 	 Precision: 0.66 	 Recall: 0.63 	 F1: 0.63
[2020-07-02 13:31:40] - Validation 	 Epoch: 96 	 Loss: 58.119495 	 Accuracy 0.59 	 Precision: 0.50 	 Recall: 0.51 	 F1: 0.46

[2020-07-02 13:31:42] - Training 	 Epoch: 97 	 Loss: 7.917922 	 Accuracy 0.84 	 Precision: 0.76 	 Recall: 0.68 	 F1: 0.70
[2020-07-02 13:31:43] - Validation 	 Epoch: 97 	 Loss: 55.781471 	 Accuracy 0.60 	 Precision: 0.50 	 Recall: 0.52 	 F1: 0.47

[2020-07-02 13:31:45] - Training 	 Epoch: 98 	 Loss: 7.761259 	 Accuracy 0.85 	 Precision: 0.67 	 Recall: 0.63 	 F1: 0.64
[2020-07-02 13:31:46] - Validation 	 Epoch: 98 	 Loss: 54.829544 	 Accuracy 0.60 	 Precision: 0.48 	 Recall: 0.52 	 F1: 0.46

[2020-07-02 13:31:48] - Training 	 Epoch: 99 	 Loss: 7.650337 	 Accuracy 0.85 	 Precision: 0.65 	 Recall: 0.63 	 F1: 0.64
[2020-07-02 13:31:49] - Validation 	 Epoch: 99 	 Loss: 53.920418 	 Accuracy 0.61 	 Precision: 0.49 	 Recall: 0.53 	 F1: 0.47


[2020-07-02 13:31:49] - Evaluation: <class 'algorithms.lstm.LSTM_tile_by_tile.BasicLSTMModule'>
[2020-07-02 13:31:50] - Evaluation 	 Epoch: 0 	 Loss: 50.762527 	 Accuracy 0.63 	 Precision: 0.45 	 Recall: 0.56 	 F1: 0.46

[2020-07-02 13:31:50] - Saved model as tile_by_tile_training_house_100_model
[2020-07-02 13:31:50] - Model: BasicLSTMModule(
  (_normalisation_layer1): BatchNorm1d(12, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (_lstm_layer): LSTM(12, 8, num_layers=2, batch_first=True)
  (_normalisation_layer2): BatchNorm1d(8, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (_fc): Linear(in_features=8, out_features=8, bias=True)
)
[2020-07-02 13:31:50] - Model loss: 50.76252746582031
[2020-07-02 13:31:50] - Model accuracy: 0.6293013555787278
[2020-07-02 13:31:50] - Model precision: 0.4483933014213092
[2020-07-02 13:31:50] - Model recall: 0.5592390518041892
[2020-07-02 13:31:50] - Model f1: 0.46213558051241244
[2020-07-02 13:31:50] - Model confusion matrix: 
[[872 124  21   6   3  20  84 127]
 [ 81  60   5   0   1   3   0   1]
 [ 38   6  74  16   8  12   9   0]
 [  7   0   9  72  18   4   1   0]
 [  2   1   5  36  24  11   2   0]
 [  3   0   0   0   1  19  20   0]
 [  2   0   0   0   0   0  44   7]
 [  8   2   0   0   0   0   7  42]]
